,Emp_Id,Age,Attrition,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Q1_Longest_Streak_OUT,Q2_Longest_Streak_OUT,Q3_Longest_Streak_OUT,Q4_Longest_Streak_OUT,Q1_Longest_Streak_IN,Q2_Longest_Streak_IN,Q3_Longest_Streak_IN,Q4_Longest_Streak_IN,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
2145,2146,28,0,1,4,2,20330,2.0,15,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,1,1,0,9,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2146,2147,25,0,18,2,1,36220,1.0,25,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2147,2148,32,0,10,4,1,42330,1.0,11,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,2,1,1,0,0,3,0,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2149,2150,39,0,29,1,1,54600,6.0,13,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2150,2151,58,0,27,3,2,21870,1.0,18,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,0,0,0,0,0,2,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2151,2152,32,1,5,3,1,96020,1.0,13,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2152,2153,39,1,18,2,2,28360,0.0,20,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4,0,0,0,5,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2153,2154,30,0,9,1,4,40890,0.0,18,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,2,0,4,0,2,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2154,2155,36,0,1,3,2,166270,3.0,12,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2155,2156,46,0,4,3,1,26190,6.0,12,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,1,0,0,1,3,7,1,7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2156,2157,28,0,1,3,5,56790,0.0,13,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2157,2158,50,0,20,2,5,154020,4.0,21,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,0,0,2,0,0,1,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2158,2159,40,1,8,1,1,59850,2.0,13,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2159,2160,52,1,3,2,3,25790,9.0,19,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3,6,1,0,4,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2160,2161,30,0,6,4,1,30410,1.0,11,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2161,2162,39,0,26,1,2,34470,0.0,14,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,0,5,0,8,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2162,2163,31,0,1,2,1,195130,1.0,12,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,0,2,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2163,2164,41,0,6,3,1,27730,1.0,11,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,2,0,3,9,0,1,4,6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2164,2165,31,1,3,1,1,71040,1.0,14,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3,4,0,0,0,0,0,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2165,2166,44,1,5,3,1,63220,4.0,11,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2166,2167,42,0,4,3,2,20830,0.0,12,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,2,8,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2167,2168,55,0,11,3,2,83810,4.0,15,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,1,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2168,2169,56,0,3,2,3,26910,6.0,16,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,0,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2169,2170,40,0,1,1,1,42860,9.0,15,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,0,2,0,5,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2170,2171,34,0,3,2,2,26590,0.0,24,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2171,2172,40,0,4,3,2,94340,1.0,13,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,1,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2172,2173,41,0,1,4,2,55610,0.0,11,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2173,2174,35,0,1,2,2,66460,1.0,13,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2174,2175,51,0,18,2,4,77250,1.0,13,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2175,2176,38,0,2,4,1,107250,3.0,18,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,1,0,0,0,4,0,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2176,2177,34,0,4,3,2,88470,1.0,16,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,1,3,5,1,2,1,2,9,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2177,2178,25,0,6,2,4,20450,3.0,19,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,0,0,1,0,4,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2178,2179,58,1,1,4,2,10090,7.0,13,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,2,3,1,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2179,2180,40,0,14,4,1,33480,3.0,22,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2180,2181,36,0,16,2,1,12810,2.0,11,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,5,0,0,8,1,5,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2181,2182,48,0,2,1,2,28190,1.0,20,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2183,2184,51,0,4,1,3,40280,3.0,14,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2184,2185,18,0,1,4,2,27200,1.0,22,1,0.0,2,0,0,0,4.0,4.0,4.0,3,4,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2185,2186,35,0,1,4,2,81200,0.0,13,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2186,2187,27,0,26,4,1,46470,3.0,17,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,0,0,0,4,0,1,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2187,2188,55,1,19,3,1,46800,6.0,14,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,1,0,0,1,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2188,2189,56,0,24,4,2,32210,4.0,15,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2189,2190,34,0,1,2,2,86210,1.0,17,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,1,2,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2190,2191,40,0,3,3,2,45770,5.0,11,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,3,0,1,0,6,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2191,2192,34,0,5,3,1,45530,4.0,18,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2192,2193,31,1,2,2,2,53960,7.0,17,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2193,2194,35,1,1,2,1,67960,0.0,13,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2194,2195,38,0,7,3,2,76250,1.0,15,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2195,2196,34,0,10,4,2,74120,1.0,24,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2196,2197,28,0,2,3,2,111590,1.0,12,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2197,2198,31,1,15,2,2,49600,1.0,15,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,0,3,2,0,0,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2198,2199,39,0,17,4,2,104750,3.0,11,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2199,2200,51,0,20,3,2,148140,2.0,11,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,1,0,0,2,1,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2200,2201,41,0,1,3,4,191410,3.0,12,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,5,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2201,2202,37,0,2,2,1,54050,7.0,15,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,0,3,0,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2202,2203,33,0,2,3,1,87930,6.0,17,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,0,0,0,3,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2203,2204,32,0,1,4,5,191890,0.0,12,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,2,1,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2204,2205,39,0,29,2,2,38750,3.0,15,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,0,0,1,0,3,1,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2205,2206,25,0,7,4,1,22160,2.0,13,3,6.0,2,3,1,2,1.0,3.0,2.0,2,3,2,0,0,1,2,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2206,2207,52,0,2,1,2,117130,2.0,14,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2207,2208,43,0,2,2,1,78610,1.0,14,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2208,2209,27,0,2,4,1,37080,1.0,16,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,4,0,0,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2209,2210,27,1,2,5,1,137700,1.0,18,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3,1,0,2,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2210,2211,26,0,2,2,3,53040,0.0,20,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,1,1,1,5,0,0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2211,2212,42,0,23,3,3,26420,0.0,13,1,21.0,3,20,0,9,3.0,1.0,3.0,3,3,0,3,0,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2212,2213,52,0,5,2,1,27590,9.0,18,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,1,0,1,0,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2213,2214,37,0,20,5,2,68040,4.0,13,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,2,0,0,7,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2214,2215,35,0,6,4,2,61420,2.0,15,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2215,2216,25,0,1,4,2,25000,4.0,14,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,2,1,0,1,2,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2216,2217,26,0,29,4,1,63890,0.0,22,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,1,0,5,2,2,1,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2217,2218,29,0,9,3,1,111030,1.0,12,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2218,2219,49,1,6,5,2,23420,3.0,18,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3,0,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2219,2220,29,1,3,2,2,68110,0.0,15,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3,0,1,0,0,0,3,0,5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2220,2221,54,0,1,3,2,22970,6.0,18,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,0,3,0,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2221,2222,58,0,22,3,2,24500,3.0,12,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,0,0,0,0,2,0,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2222,2223,55,0,7,3,3,50930,2.0,16,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,1,1,0,0,1,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2223,2224,36,0,1,3,2,53090,3.0,13,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,2,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2224,2225,31,1,4,3,2,30570,1.0,19,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2225,2226,30,0,3,3,3,51210,7.0,13,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,2,0,0,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2227,2228,34,0,2,1,5,26860,5.0,11,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2228,2229,31,1,20,3,1,61800,1.0,14,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3,2,2,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2229,2230,27,0,11,4,4,66320,0.0,16,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,1,2,0,0,3,3,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2230,2231,36,0,1,3,2,35050,1.0,12,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2231,2232,36,0,24,3,3,63970,4.0,14,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2232,2233,47,0,23,4,2,62740,7.0,14,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3,1,0,1,0,4,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2233,2234,25,1,16,4,2,198590,3.0,19,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3,4,0,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2234,2235,37,0,8,4,1,75870,0.0,22,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4,0,0,0,1,1,0,2,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2235,2236,56,0,10,4,2,42580,2.0,16,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3,0,1,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2236,2237,47,0,3,2,2,43640,3.0,11,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2237,2238,24,0,5,1,1,43350,1.0,15,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3,3,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2238,2239,32,0,4,3,1,53260,4.0,14,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3,0,1,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2239,2240,34,0,9,2,1,32800,5.0,13,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3,1,0,0,0,3,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2240,2241,41,0,26,3,3,54850,2.0,17,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2241,2242,40,0,3,2,1,43420,3.0,11,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3,1,0,0,9,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2242,2243,31,0,16,3,2,27820,1.0,19,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3,0,5,1,6,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2243,2244,46,1,18,1,1,59800,4.0,11,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2244,2245,39,1,2,4,2,43810,2.0,15,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3,0,2,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2245,2246,31,1,2,3,2,25720,1.0,13,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3,1,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2246,2247,45,0,10,2,1,38330,2.0,14,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3,0,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2247,2248,31,0,16,4,3,42440,9.0,13,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2248,2249,31,1,7,4,1,65000,6.0,23,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2249,2250,45,0,1,2,1,184300,4.0,12,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2250,2251,48,0,24,3,2,16010,4.0,12,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,2,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2251,2252,34,1,7,4,2,26940,1.0,16,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,0,2,2,7,0,0,1,6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2252,2253,40,0,25,4,1,31490,2.0,15,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2253,2254,28,0,1,2,1,176390,0.0,13,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,0,0,0,2,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2254,2255,44,0,5,3,1,23190,3.0,18,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3,3,2,3,6,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2255,2256,53,0,2,4,2,116910,4.0,20,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4,0,3,0,0,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2256,2257,49,0,7,3,3,53240,2.0,19,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3,1,0,0,2,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
